"","district_id","account_id","frequency","Date_Account","client_id_owner","client_id_disponent","sex_owner","birth_owner","sex_disponent","birth_disponent","loan_id","Date_Loan","Amount_Loan","Duration_Loan","Payments_Loan","status","Status_Loan","Ord_Insurance","Ord_Insurance_amount","Ord_Household_Payment","Ord_Household_Payment_amount","Ord_Loan_Payment","Ord_Loan_Payment_amount","Ord_Leasing","Ord_Leasing_amount","Ord_Empty","Ord_Empty_amount","owner_card_type","disponent_card_type","owner_card_date","district_name","region","num_inhabitants","municip < 499","municip 500-1999","municip 2000-9999","municip > 10000","num_cities","ratio_urban_inhabitants","avg_salary","unemployment_rate_95","unemployment_rate_96","entrepreneurs","crimes_95","crimes_96","crimes_95_ratio","crimes_96_ratio","entrepreneurs_ratio","Num_Type_Credit","Num_Type_VYBER","Num_Type_Withdrawal","Num_Op_Null","Num_Op_Remittances","Num_Op_Collection","Num_Op_CashCredit","Num_Op_WithdrawalCash","Num_Op_WithdrawalCreditCard","Num_Sym_Null","Num_Sym_Null2","Num_Sym_Pension","Num_Sym_Insurance","Num_Sym_NegBal","Num_Sym_Household","Num_Sym_Statement","Num_Sym_IntDep","Num_Sym_LoanPayment","Balance_in_negative","account_disponent_bin","account_loan_bin"
"11","1",3891,"Monthly",1993-08-18,4690,4691,"F",1962-08-26,"M",1964-01-28,NA,NA,NA,NA,NA,NA,NA,0,0,1,3172,0,0,0,0,0,0,"0",0,NA,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,0.0711040181650239,0.0822496811078938,0.000138594617383417,136,0,251,64,60,0,72,191,0,204,0,0,0,0,60,59,64,0,0,"1","0"
"12","1",3103,"After_trans",1997-09-21,3753,NA,"F",1959-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4244,1,9388,0,0,0,0,1,776,"2",0,1998-10-01,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,0.0711040181650239,0.0822496811078938,0.000138594617383417,20,0,9,11,0,0,9,7,2,18,0,0,0,0,0,0,11,0,0,"0","0"
"13","1",403,"Monthly",1993-07-29,487,488,"F",1922-04-01,"M",1917-08-02,NA,NA,NA,NA,NA,NA,NA,0,0,1,2401,0,0,0,0,0,0,"1",0,1996-06-26,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,0.0711040181650239,0.0822496811078938,0.000138594617383417,128,0,186,62,60,65,1,101,25,67,0,65,0,0,60,60,62,0,0,"1","0"
"14","1",36,"Monthly",1993-07-01,44,NA,"F",1977-01-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,4069,0,0,0,0,0,0,"0",0,NA,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,0.0711040181650239,0.0822496811078938,0.000138594617383417,134,0,254,66,62,0,68,192,0,199,0,0,0,0,62,61,66,0,0,"0","0"
"15","1",2324,"Monthly",1997-05-24,2811,NA,"F",1946-12-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,4151,0,0,0,0,0,0,"0",0,NA,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,0.0711040181650239,0.0822496811078938,0.000138594617383417,39,0,58,19,15,0,20,43,0,49,0,0,0,0,15,14,19,0,0,"0","0"
"16","1",3120,"Monthly",1996-06-20,3774,NA,"M",1922-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,2904,0,0,0,0,0,0,"0",0,NA,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,0.0711040181650239,0.0822496811078938,0.000138594617383417,57,0,83,26,26,30,1,57,0,33,0,30,0,0,26,25,26,0,0,"0","0"
"17","1",392,"Monthly",1996-07-14,473,NA,"F",1939-09-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1407,0,0,0,0,1,5663,"1",0,1997-12-17,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,0.0711040181650239,0.0822496811078938,0.000138594617383417,69,0,123,29,48,0,40,63,12,91,24,0,0,0,24,24,29,0,0,"0","0"
"18","1",3643,"Monthly",1994-12-22,4393,NA,"F",1941-09-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"0",0,NA,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,0.0711040181650239,0.0822496811078938,0.000138594617383417,27,0,20,0,0,0,27,20,0,47,0,0,0,0,0,0,0,0,0,"0","0"
"19","1",5194,"After_trans",1995-05-05,6272,NA,"M",1942-10-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"0",0,NA,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,0.0711040181650239,0.0822496811078938,0.000138594617383417,122,13,189,44,0,0,78,202,0,149,43,0,0,4,42,42,44,0,4,"0","0"
"20","1",3128,"Monthly",1995-01-06,3783,3784,"F",1968-07-08,"M",1974-11-08,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"0",0,NA,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,0.0711040181650239,0.0822496811078938,0.000138594617383417,102,0,123,48,0,0,54,123,0,134,0,0,0,0,0,43,48,0,0,"1","0"
"21","1",1219,"Monthly",1996-06-08,1472,NA,"F",1967-09-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,3986,0,0,0,0,0,0,"0",0,NA,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,0.0711040181650239,0.0822496811078938,0.000138594617383417,75,0,89,30,26,0,45,63,0,83,0,0,0,0,26,25,30,0,0,"0","0"
"22","1",71,"Monthly",1994-03-05,83,84,"F",1978-12-25,"M",1979-05-05,NA,NA,NA,NA,NA,NA,NA,1,1011,1,968,0,0,0,0,2,2380,"3",0,1996-09-11,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,0.0711040181650239,0.0822496811078938,0.000138594617383417,118,0,378,58,213,0,60,143,22,172,106,0,54,0,53,53,58,0,0,"1","0"
"23","1",3250,"Monthly",1995-01-06,3930,3931,"M",1921-01-17,"F",1921-10-15,NA,NA,NA,NA,NA,NA,NA,0,0,1,1880,0,0,0,0,0,0,"0",0,NA,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,0.0711040181650239,0.0822496811078938,0.000138594617383417,97,0,158,48,43,48,1,115,0,73,0,48,0,0,43,43,48,0,0,"1","0"
"24","1",2329,"Monthly",1996-08-07,2817,NA,"F",1977-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,4400,0,0,0,0,0,0,"0",0,NA,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,0.0711040181650239,0.0822496811078938,0.000138594617383417,60,0,79,28,24,0,32,55,0,64,0,0,0,0,24,23,28,0,0,"0","0"
"25","1",414,"Monthly",1996-01-29,500,NA,"M",1971-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,7870,0,0,0,0,0,0,"0",0,NA,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,0.0711040181650239,0.0822496811078938,0.000138594617383417,73,0,120,35,30,0,38,90,0,98,0,0,0,0,30,30,35,0,0,"0","0"
"26","1",2727,"Monthly",1995-10-25,3293,NA,"F",1953-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"0",0,NA,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,0.0711040181650239,0.0822496811078938,0.000138594617383417,79,0,105,38,0,0,41,105,0,113,0,0,0,0,0,33,38,0,0,"0","0"
"27","1",2714,"Monthly",1993-01-30,3276,NA,"M",1980-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"0",0,NA,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,0.0711040181650239,0.0822496811078938,0.000138594617383417,173,0,188,70,0,0,103,188,0,224,0,0,0,0,0,67,70,0,0,"0","0"
"28","1",3141,"Weekly",1995-01-06,3798,NA,"F",1954-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,9905,0,0,1,1087,0,0,"0",0,NA,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,0.0711040181650239,0.0822496811078938,0.000138594617383417,139,8,124,48,43,48,43,89,0,137,0,0,0,0,43,43,48,0,0,"0","0"
"29","1",460,"Monthly",1994-04-18,552,553,"F",1934-05-08,"M",1941-04-07,NA,NA,NA,NA,NA,NA,NA,0,0,1,3554,0,0,0,0,0,0,"0",0,NA,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,0.0711040181650239,0.0822496811078938,0.000138594617383417,110,0,148,53,52,56,1,96,0,46,0,56,0,0,52,51,53,0,0,"1","0"
"30","1",2846,"Monthly",1997-09-27,3440,NA,"F",1938-02-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,2457,0,0,0,0,0,0,"0",0,NA,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,0.0711040181650239,0.0822496811078938,0.000138594617383417,28,0,36,12,10,15,1,26,0,17,0,15,0,0,10,10,12,0,0,"0","0"
"31","1",5698,"Monthly",1997-09-04,6892,6893,"F",1951-03-22,"M",1944-01-14,6168,1998-11-21,99216,36,2756,"OK_not_fin","OK",0,0,1,10120,1,2756,0,0,0,0,"0",0,NA,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,0.0711040181650239,0.0822496811078938,0.000138594617383417,43,4,52,16,11,0,27,45,0,63,0,0,0,0,10,9,16,1,0,"1","1"
"32","1",395,"Monthly",1993-03-12,476,477,"F",1947-06-01,"M",1954-07-20,NA,NA,NA,NA,NA,NA,NA,0,0,1,3871,0,0,1,828,1,4036,"0",0,NA,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,0.0711040181650239,0.0822496811078938,0.000138594617383417,140,0,305,69,130,0,71,175,0,182,65,0,0,0,65,64,69,0,0,"1","0"
"33","1",1575,"Monthly",1993-02-27,1908,NA,"M",1920-01-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,2998,0,0,0,0,0,0,"0",0,NA,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,0.0711040181650239,0.0822496811078938,0.000138594617383417,137,0,212,66,66,70,1,146,0,82,0,70,0,0,66,65,66,0,0,"0","0"
"34","1",10762,"Monthly",1995-10-23,13231,NA,"M",1959-07-01,NA,NA,7194,1996-09-17,68832,36,1912,"OK_not_fin","OK",0,0,1,5435,1,1912,0,0,0,0,"0",0,NA,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,0.0711040181650239,0.0822496811078938,0.000138594617383417,80,0,165,38,60,0,42,105,0,114,0,0,0,0,33,33,38,27,0,"0","1"
"35","1",849,"Monthly",1996-01-01,1023,NA,"M",1938-12-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"0",0,NA,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,0.0711040181650239,0.0822496811078938,0.000138594617383417,68,5,63,34,0,0,34,68,0,77,0,0,0,5,0,20,34,0,21,"0","0"
"36","1",72,"Weekly",1996-06-20,85,86,"M",1961-08-27,"F",1969-07-20,NA,NA,NA,NA,NA,NA,NA,0,0,1,7109,0,0,1,2923,1,2286,"0",0,NA,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,0.0711040181650239,0.0822496811078938,0.000138594617383417,92,13,137,31,58,0,61,92,0,125,29,0,0,0,29,28,31,0,0,"1","0"
"37","1",2305,"Monthly",1993-12-11,2789,NA,"F",1951-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"0",0,NA,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,0.0711040181650239,0.0822496811078938,0.000138594617383417,116,0,183,40,0,60,16,183,0,164,0,0,0,22,38,35,40,0,73,"0","0"
"38","1",1706,"Monthly",1995-01-05,2071,NA,"M",1973-12-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,2058,0,0,0,0,0,0,"0",0,NA,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,0.0711040181650239,0.0822496811078938,0.000138594617383417,127,0,148,48,43,48,31,105,0,141,0,0,0,0,43,43,48,0,0,"0","0"
"39","1",205,"Monthly",1997-10-08,247,NA,"M",1957-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,4297,0,0,0,0,0,0,"0",0,NA,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,0.0711040181650239,0.0822496811078938,0.000138594617383417,37,0,34,15,10,0,22,24,0,36,0,0,0,0,10,10,15,0,0,"0","0"
"40","1",1239,"Monthly",1993-04-10,1495,NA,"F",1931-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,3744,0,0,0,0,0,0,"0",0,NA,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,0.0711040181650239,0.0822496811078938,0.000138594617383417,135,0,197,66,64,68,1,133,0,71,0,68,0,0,64,63,66,0,0,"0","0"
"41","1",1240,"Monthly",1997-09-11,1496,NA,"F",1942-06-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,4353,0,0,0,0,0,0,"0",0,NA,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,0.0711040181650239,0.0822496811078938,0.000138594617383417,32,0,39,15,11,0,17,28,0,35,0,0,0,0,11,10,15,0,0,"0","0"
"42","1",95,"Monthly",1995-03-30,112,113,"M",1935-01-25,"F",1940-08-15,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"1",0,1996-02-17,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,0.0711040181650239,0.0822496811078938,0.000138594617383417,92,0,125,45,0,0,47,102,23,132,0,0,0,0,0,40,45,0,0,"1","0"
"43","1",5505,"Monthly",1996-04-26,6644,NA,"F",1959-09-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,2908.2,0,0,"1",0,1997-01-16,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,0.0711040181650239,0.0822496811078938,0.000138594617383417,86,21,82,31,0,0,55,96,7,130,0,0,0,2,0,26,31,0,5,"0","0"
"44","1",1230,"Monthly",1997-05-03,1483,1484,"F",1951-05-10,"M",1952-06-18,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,3213.4,0,0,"1",0,1998-10-08,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,0.0711040181650239,0.0822496811078938,0.000138594617383417,49,6,50,19,0,0,30,56,0,71,0,0,0,0,0,15,19,0,0,"1","0"
"45","1",1615,"Monthly",1997-10-20,1959,NA,"M",1920-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,3124,0,0,0,0,0,0,"0",0,NA,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,0.0711040181650239,0.0822496811078938,0.000138594617383417,26,0,34,11,10,14,1,24,0,16,0,14,0,0,10,9,11,0,0,"0","0"
"46","1",2355,"Monthly",1995-01-03,2846,NA,"F",1969-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"0",0,NA,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,0.0711040181650239,0.0822496811078938,0.000138594617383417,97,27,134,48,0,48,1,161,0,167,0,0,0,0,0,43,48,0,0,"0","0"
"47","1",6061,"Monthly",1997-03-08,7324,NA,"F",1963-03-18,NA,NA,6234,1998-05-28,5148,12,429,"OK_not_fin","OK",0,0,1,8521,1,429,0,0,0,0,"0",0,NA,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,0.0711040181650239,0.0822496811078938,0.000138594617383417,44,0,82,21,23,0,23,59,0,66,0,0,0,0,16,16,21,7,0,"0","1"
"48","1",479,"Monthly",1995-11-05,577,NA,"F",1963-12-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,2064,0,0,0,0,0,0,"0",0,NA,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,0.0711040181650239,0.0822496811078938,0.000138594617383417,71,0,99,33,33,37,1,66,0,72,0,0,0,0,33,32,33,0,0,"0","0"
"49","1",2,"Monthly",1993-02-26,2,3,"M",1945-02-04,"F",1940-10-09,4959,1994-01-05,80952,24,3373,"OK","OK",0,0,1,7266,1,3372.7,0,0,0,0,"0",0,NA,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,0.0711040181650239,0.0822496811078938,0.000138594617383417,152,21,305,70,89,70,12,237,0,254,0,0,0,0,65,65,70,24,0,"1","1"
"50","1",229,"Monthly",1997-06-07,275,NA,"F",1918-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,2505,0,0,0,0,0,0,"0",0,NA,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,0.0711040181650239,0.0822496811078938,0.000138594617383417,39,0,50,19,15,19,1,35,0,22,0,19,0,0,15,14,19,0,0,"0","0"
"51","1",10451,"Monthly",1993-08-29,12859,NA,"F",1976-05-21,NA,NA,7142,1994-12-19,482940,60,8049,"NPL_not_fin","NPL",1,689,1,2439,1,8049,0,0,1,4653,"0",0,NA,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,0.0711040181650239,0.0822496811078938,0.000138594617383417,233,0,365,128,223,0,105,142,0,181,60,0,59,7,59,59,128,45,1,"0","1"
"52","1",3851,"Monthly",1997-02-27,4643,NA,"F",1969-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1294,0,0,0,0,1,9505,"0",0,NA,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,0.0711040181650239,0.0822496811078938,0.000138594617383417,46,1,68,21,34,0,25,35,0,43,17,0,0,0,17,17,21,0,0,"0","0"
"53","1",2057,"Monthly",1997-06-20,2496,NA,"M",1972-07-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,769,1,3573,0,0,0,0,2,1072,"1",0,1998-11-22,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,0.0711040181650239,0.0822496811078938,0.000138594617383417,38,0,91,18,55,0,20,35,1,43,27,0,14,0,14,13,18,0,0,"0","0"
"54","1",1637,"Monthly",1993-01-08,1984,NA,"M",1926-08-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,3343,0,0,0,0,0,0,"0",0,NA,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,0.0711040181650239,0.0822496811078938,0.000138594617383417,145,0,281,72,134,72,1,147,0,81,67,72,0,0,67,67,72,0,0,"0","0"
"55","1",828,"Monthly",1997-02-12,996,NA,"F",1980-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,8852,0,0,0,0,0,0,"3",0,1998-02-04,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,0.0711040181650239,0.0822496811078938,0.000138594617383417,50,0,71,23,18,0,27,47,6,62,0,0,0,0,18,18,23,0,0,"0","0"
"56","1",3170,"Monthly",1996-01-12,3834,NA,"F",1976-09-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,4187,0,0,0,0,0,0,"0",0,NA,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,0.0711040181650239,0.0822496811078938,0.000138594617383417,91,0,107,35,30,0,56,77,0,103,0,0,0,0,30,30,35,0,0,"0","0"
"57","1",1243,"Monthly",1996-01-07,1500,NA,"M",1981-12-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,"3",0,1997-10-08,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,0.0711040181650239,0.0822496811078938,0.000138594617383417,49,0,25,27,0,0,22,21,4,43,0,0,0,0,0,4,27,0,0,"0","0"
"58","1",2790,"Monthly",1994-10-18,3369,NA,"M",1952-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,8862,0,0,0,0,0,0,"0",0,NA,"Hl.m. Praha","Prague",1204953,0,0,0,1,1,100,12541,0.29,0.43,167,85677,99107,0.0711040181650239,0.0822496811078938,0.000138594617383417,116,0,177,50,46,0,66,131,0,152,0,0,0,0,46,45,50,0,0,"0","0"
